,3x2ptFoM Exgalm5WithCuts i band non-DD year 10 HealpixSlicer,Median WeakLensingNvisits gri band non-DD HealpixSlicer,Total detected SNNSNMetric_reducen_sn DDF excluded HealpixSlicer,Total detected SNSLMetric HealpixSlicer,Total detected KNePopMetric_all_multi_color_detect all models UserPointsSlicer,Effective Area (deg) Exgalm5WithCuts i band non-DD year 10 HealpixSlicer,fONv MedianNvis fO HealpixSlicer,Median Median Inter-Night Gap WFD all bands HealpixSubsetSlicer,Median Median Inter-Night Gap WFD r band HealpixSubsetSlicer,Mean Median Season Length WFD all bands HealpixSubsetSlicer,Median Exgalm5WithCuts i band non-DD year 10 HealpixSlicer,Median Median Inter-Night Gap WFD u band HealpixSubsetSlicer,Median Median Inter-Night Gap WFD g band HealpixSubsetSlicer,Median Median Inter-Night Gap WFD i band HealpixSubsetSlicer,Median Median Inter-Night Gap WFD z band HealpixSubsetSlicer,Median Median Inter-Night Gap WFD y band HealpixSubsetSlicer
all_long_v3.4_10yrs,41.29278168274334,432.0,135365.84615599999,10.265238692551465,21204.0,17635.23807317704,813.0,2.9037056085071526,6.0380447569914395,171.54823658012802,26.352422198672606,25.442014624703006,16.132256970704475,6.954861784972309,7.941016339427733,14.448127185140038
baseline_v2.0_10yrs,37.91623849193084,443.0,99302.53222000001,8.119046278737446,16067.0,16712.854357089967,839.0,3.0006837545734015,5.971442443180422,175.2175932535198,26.183533996253193,26.070302304367942,20.365116445096646,7.065387149617891,8.007021184625046,13.945915585409239
baseline_v2.1_10yrs,38.57845926225649,443.0,99294.33989900001,7.751495929902093,16936.0,16848.819927614175,838.0,3.024631684336782,5.952913556455314,172.8466913209366,26.225116570044978,26.02671285307406,20.44189044959785,7.046275755510578,7.981944192697483,14.873708237430037
baseline_v2.2_10yrs,39.81766284667878,440.0,112802.09964,8.978276006630342,18203.0,17245.80582179906,830.0,2.9814496624312596,5.978154377724422,176.0531784556303,26.259397374742242,23.890312432920837,20.88775774140231,6.993343886071671,7.115310280740232,12.949610051286072
baseline_v3.0_10yrs,38.66164586755707,423.0,109475.798536,9.448832057597475,16862.0,16902.53472090769,795.0,2.9508201158496377,5.98349965728994,179.3537445324348,26.217773751862733,23.91174174558546,21.045049118714815,6.99411819686793,6.994049710654508,12.863992107071681
baseline_v3.2_10yrs,39.22123483816717,428.0,123176.659086,9.642919391875148,20791.0,17051.089696110066,805.0,2.908091385208536,6.0186789966974175,177.53485468240936,26.243426791287895,25.048319308996724,18.431362933013588,6.9729930528847035,7.999629922083841,15.030575250733818
baseline_v3.3_10yrs,41.795014683946164,430.0,152910.228661,10.33930749705235,22962.0,17775.4001119273,811.0,2.883917419851059,6.012961894979526,176.0280820268672,26.391882854979453,25.930451747179177,17.963355572395812,6.955074217599758,7.955133380746702,12.05997631696664
baseline_v3.4_10yrs,41.789689461813865,433.0,151098.44051299998,10.436160434230871,23306.0,17762.810707249137,817.0,2.886861616922033,5.968159687427033,174.69493211669706,26.397033250714287,25.836451700492034,17.933632442996895,6.925056547001077,7.902797883456515,12.465101526089711
ddf_acor_sf10_lsf15_lsr10_v3.4_10yrs,41.66298468120889,433.0,149870.72127799998,10.415735740755611,23213.0,17715.81026311731,817.0,2.8922351289675134,5.9511501602464705,175.11218196192257,26.391933561124382,25.93589383950166,17.87952575883537,6.929576498485403,7.937078402457701,12.140158174155658
ddf_acor_sf10_lsf15_lsr20_v3.4_10yrs,41.73548375167914,434.0,151141.996493,10.4503502651308,23183.0,17734.274723311955,818.0,2.8900299226952484,5.937559714337112,174.5734855130835,26.399059307675916,25.833721400558716,17.991887964424677,6.9147277799856965,7.944827796960453,11.957638292624324
ddf_acor_sf10_lsf15_lsr50_v3.4_10yrs,41.78962198774469,433.0,149608.240573,10.443406421074364,23101.0,17773.72152463688,818.0,2.8863360054874647,5.946847584602438,174.7314014598129,26.391499657561766,25.94269710813205,17.988534971143963,6.938192936579071,7.941730823902617,11.930384177430824
ddf_acor_sf10_lsf20_lsr10_v3.4_10yrs,41.732528674672835,432.0,149857.751047,10.389100434566055,23140.0,17748.542715280546,815.0,2.906600906608219,5.9570702797864215,175.49567757647185,26.391204879049567,25.903742659324053,17.99912072326697,6.9403108896367485,7.964896124402003,13.008317941268615
ddf_acor_sf10_lsf20_lsr20_v3.4_10yrs,41.67294351456246,432.0,150122.170775,10.437424734588973,23163.0,17726.721080505056,816.0,2.8836884624615777,5.941035474032105,174.30188429947697,26.38873073303444,25.88275363271532,18.402115735847474,6.931544986415247,7.909968670319358,12.499943196344248
ddf_acor_sf10_lsf20_lsr50_v3.4_10yrs,41.75025958147859,434.0,150812.880918,10.361336962764426,23009.0,17751.06059621618,817.0,2.894775997076067,5.954810235740297,175.5349477128182,26.39395650106551,25.847239635721053,17.964418866984488,6.943926427265978,7.945575205832938,13.40817135362704
ddf_acor_sf10_lsf30_lsr10_v3.4_10yrs,41.69374488638243,432.0,148733.517581,10.395689549591989,23190.0,17725.042493214634,814.0,2.8946829228661954,5.967155355610885,175.10929714548263,26.394227806744095,25.512895095300337,17.952680020825937,6.969061159485136,7.944913389306748,12.487669508718682
ddf_acor_sf10_lsf30_lsr20_v3.4_10yrs,41.72790534726782,432.0,148848.90240000002,10.409888495820546,22940.0,17744.34624705449,815.0,2.890709000064817,5.944909472807922,174.55792728800114,26.392263950725372,25.432123983306155,17.93196646135766,6.917241486738931,7.906293988100515,11.939607946706019
ddf_acor_sf10_lsf30_lsr50_v3.4_10yrs,41.77010124383855,433.0,150372.990285,10.378629295070207,23125.0,17756.935651732656,817.0,2.8901774494752317,5.937127238559697,173.9950159816358,26.395516632587647,25.014647083466116,17.97149998905661,6.954895152870449,7.918939585211774,11.176816836292346
ddf_acor_sf10_lsf40_lsr10_v3.4_10yrs,41.75175402298303,433.0,150328.635057,10.401929849324702,23098.0,17753.578477151812,818.0,2.8932989310778794,5.937292722250277,174.5731792734976,26.393028864788988,25.888857835176168,18.06814177873821,6.9498355442265165,7.924737652436306,11.969909807055956
ddf_acor_sf10_lsf40_lsr20_v3.4_10yrs,41.717869988265804,433.0,149487.482363,10.40429129366355,23064.0,17736.79260424759,817.0,2.887209526845254,5.946109757060185,174.454790395173,26.393784379834834,25.492221888674976,17.961167750137975,6.950913154058071,7.898455625723727,12.732429974108527
ddf_acor_sf10_lsf40_lsr50_v3.4_10yrs,41.74137820278756,433.0,149644.36706999998,10.440384227167398,22958.0,17746.024834344913,818.0,2.8827769115159754,5.927645825460786,175.1491292257739,26.39447313884127,25.93111560739635,17.959807743216516,6.92946968963588,7.950186142094026,12.420157706932514
ddf_acor_sf15_lsf20_lsr10_v3.4_10yrs,41.73055089293074,433.0,151169.103543,10.40033527710147,23071.0,17734.274723311955,815.0,2.8944889863269054,5.949243192571885,175.36293268086422,26.397932214992572,25.45163929541377,17.48191158467307,6.960207906267897,7.93185566127795,12.43695732875858
ddf_acor_sf15_lsf20_lsr20_v3.4_10yrs,41.79824764108004,433.0,149965.79553899998,10.416072401719113,23005.0,17786.31092931505,816.0,2.9008841869472235,5.9621141993739,175.18343626052373,26.387128663339066,25.100324458537216,18.025178029238305,6.937253219613922,7.940875355856406,13.324219907084625
ddf_acor_sf15_lsf20_lsr50_v3.4_10yrs,41.77036627179395,433.0,150011.77529100003,10.39016801581438,22982.0,17756.096358087445,817.0,2.89546349565353,5.961230298496957,174.6650191501873,26.39600169477059,25.839698350597246,17.96351286562276,6.9523295100807445,7.921638839954539,12.768098012405972
ddf_acor_sf15_lsf30_lsr10_v3.4_10yrs,41.70542717167859,,148667.34249399998,10.407949091250757,22889.0,17740.149778828432,814.0,2.90172843865912,5.963762158542522,174.47903172855194,26.38930532347165,25.9043645666261,18.026204856323602,6.949417701604034,7.937529582886782,12.924603284676778
ddf_acor_sf15_lsf30_lsr20_v3.4_10yrs,41.67337587572135,,149558.630661,10.397754352759156,23079.0,17736.79260424759,815.0,2.889549126564816,5.945675909897545,174.52966866817985,26.383841295934648,25.017860630807263,18.39828868587574,6.941276783189096,7.9110539144639915,12.475831101171934
ddf_acor_sf15_lsf30_lsr50_v3.4_10yrs,41.718676100040874,433.0,148577.22675700003,10.407090444760941,23032.0,17746.024834344913,816.0,2.88825013474343,5.951242952643952,174.48790555366796,26.389346061979545,25.486279740762257,17.931499819760575,6.944170189572105,7.934763294233562,12.181377524259005
ddf_acor_sf15_lsf40_lsr10_v3.4_10yrs,41.71690868993936,433.0,148364.188746,10.396705859785556,22965.0,17744.34624705449,818.0,2.898447857318388,5.94843902033972,174.81556821005634,26.389787128256316,25.456551444331126,17.990456624494982,6.937791206662951,7.904286395983945,12.45385960765634
ddf_acor_sf15_lsf40_lsr20_v3.4_10yrs,41.69605443695038,433.0,149635.630923,10.38866556546671,23093.0,17730.91754873111,817.0,2.9004567459887767,5.928440444360604,174.09858746123416,26.39180919686042,25.41189517633029,17.990239650331205,6.9277257023059065,7.9384021939040394,12.993561257375404
ddf_acor_sf15_lsf40_lsr50_v3.4_10yrs,,432.0,150279.50316300002,10.34077670313588,23091.0,,815.0,2.900879774315399,5.957158476585391,174.6765552691704,,25.556962092552567,17.828986175398313,6.938199730349879,7.920879676774348,12.45973250804309
ddf_acor_sf20_lsf0_lsr0_v3.4_10yrs,41.76674969610681,432.0,149947.903,10.362717226345685,23066.0,17756.935651732656,815.0,2.892574192792381,5.945662432430254,173.9884011628412,26.39475088750726,25.92376260477613,18.0022320439748,6.916576252828236,7.967050874052802,12.044827353100118
ddf_acor_sf20_lsf30_lsr10_v3.4_10yrs,41.70133783326284,432.0,148790.84691800002,10.31453298311809,23031.0,17744.34624705449,814.0,2.903850876085926,5.963154063050752,174.62055450282745,26.386304679882116,25.93140568950912,17.90034386391926,6.938331222547276,7.959743909210374,12.965918978647096
ddf_acor_sf20_lsf30_lsr20_v3.4_10yrs,41.72644045442375,432.0,148937.243598,10.33982177451716,23203.0,17754.417770797023,815.0,2.9041948109297664,5.96544225083926,175.21812463530722,26.386902387295194,25.843741653690813,18.294821154857345,6.953035301208729,7.905773557147768,11.976121395251539
ddf_acor_sf20_lsf30_lsr50_v3.4_10yrs,41.75750196329278,432.0,149898.640568,10.433258390820793,22958.0,17761.132119958715,815.0,2.884781262357137,5.9396538918190345,174.38548973778006,26.390536952485853,25.928259842450643,17.973638501018286,6.945383310019679,7.9262548336264445,12.959333065897226
ddf_acor_sf20_lsf40_lsr10_v3.4_10yrs,41.673138071036966,433.0,150838.64025599998,10.366505510807078,23162.0,17711.613794891255,818.0,2.9003575952265237,5.94197121768957,174.1426630934884,26.396308762279013,25.814845305169,18.425251698343345,6.95273858057044,7.877719369840634,11.960323496005003
ddf_acor_sf20_lsf40_lsr20_v3.4_10yrs,41.70663078821744,433.0,150015.35825800002,10.385808780251676,22966.0,17731.756842376322,816.0,2.8893753249831207,5.948576306331233,173.63637911642437,26.393770583141766,25.486005596336327,17.927651443311333,6.92020018180483,7.942284336410012,12.73230123333633
ddf_acor_sf20_lsf40_lsr50_v3.4_10yrs,41.802322499909195,432.0,150960.48392600002,10.300678385419413,23048.0,17767.00717547519,815.0,2.90450299171971,5.9723022531179595,174.90971218808207,26.3978116745627,25.93407831148761,18.057195849873096,6.959558762144297,7.965433795017816,12.023343572262092
ddf_acor_sf25_lsf30_lsr10_v3.4_10yrs,41.69798481130614,431.0,148574.81167199998,10.377201118898078,23107.0,17730.91754873111,815.0,2.897017543698894,5.9231909926384105,174.13144359719806,26.392242975698753,25.470815476168355,17.951137410222145,6.929373243277951,7.919085878536862,13.06904667535855
ddf_acor_sf25_lsf30_lsr20_v3.4_10yrs,41.72079849240757,432.0,149035.948808,10.368457833978523,23139.0,17739.31048518322,815.0,2.90553728093073,5.950043740820547,174.78210055257222,26.39318328712689,25.93572087759094,17.952233851254277,6.951706885520252,7.9513543014618335,12.132323841629841
ddf_acor_sf25_lsf30_lsr50_v3.4_10yrs,41.673243162369616,432.0,149587.118781,10.372949125985233,23037.0,17725.881786859845,815.0,2.8974157975098933,5.917135876934481,173.9426564044108,26.38921426027336,25.919013304959662,17.925936733248818,6.933267696776966,7.892706578038997,12.453534788857723
ddf_acor_sf25_lsf40_lsr10_v3.4_10yrs,41.729290962853206,433.0,150012.526793,10.417529137398933,23138.0,17744.34624705449,818.0,2.8912436454356794,5.954711004922501,174.64436110563318,26.392577076485253,25.504232716470142,17.952147593488917,6.938196836939824,7.9412285215221345,12.91603386832503
ddf_acor_sf25_lsf40_lsr20_v3.4_10yrs,41.70977199458429,433.0,148789.069272,10.417155815589831,22964.0,17740.149778828432,817.0,2.896572040808678,5.953061648309813,174.1608142436169,26.39027964048908,25.89712930575115,17.967046750505688,6.9300215394941915,7.887086697974155,12.463603299464012
ddf_acor_sf25_lsf40_lsr50_v3.4_10yrs,41.71369425855255,431.0,147429.147741,10.328113133353073,23085.0,17744.34624705449,814.0,2.9022019309413736,5.939775456679854,174.42951229970768,26.389065868029693,25.829544690262992,18.00046569524784,6.952504419612524,7.946334193104121,12.979751859089447
ddf_acor_sf30_lsf40_lsr10_v3.4_10yrs,41.73509854916418,434.0,149723.953132,10.413487901942233,22971.0,17752.7391835066,818.0,2.892147158356238,5.922868848991129,173.917597363913,26.38968383408338,25.89268270008506,17.939149954607274,6.937995878299262,7.901907372142887,12.782561234449531
ddf_acor_sf30_lsf40_lsr20_v3.4_10yrs,41.7465024635686,433.0,149920.477491,10.440448546161587,22811.0,17758.614239023078,818.0,2.890941367513733,5.908508211190565,174.2411809435418,26.389314151633748,25.420831208693926,18.446701949123963,6.93203524215096,7.892187283347084,12.06122631661492
ddf_acor_sf30_lsf40_lsr50_v3.4_10yrs,41.71097608796029,432.0,148794.60479,10.360380970061335,22970.0,17748.542715280546,816.0,2.905594421630667,5.955881740301265,174.1027070041158,26.38636909718109,25.47222816891008,18.008900703407562,6.931275351460499,7.918480433574587,12.448635614506202
ddf_half_v3.4_10yrs,41.69700280221521,428.0,148478.54326399998,10.31951497984415,22575.0,17736.79260424759,808.0,2.888853785225365,5.943530755663232,174.30529454579016,26.38909218376866,25.459062437832472,18.035332692452357,6.962979822586931,7.952870580764284,12.901325787152018
ddf_loaded_fl15_v3.4_10yrs,41.78265961896081,431.0,150930.01257299999,10.464350268497853,22919.0,17762.810707249137,812.0,2.8659893169096904,5.951871367862623,173.90339152256556,26.39541946740654,25.924368764164683,17.92383153850824,6.89319650647667,7.884515329511487,11.459218217631133
ddf_loaded_fl1_v3.4_10yrs,41.968415522500294,447.0,158215.815062,10.637725204286507,23884.0,17801.41821492885,844.0,2.7920321799756493,5.52360860335466,174.8855996571303,26.419528934871202,25.00442147688591,17.050196180116473,6.430610885145143,7.123115336147748,10.013978135066282
ddf_loaded_fl2_v3.4_10yrs,41.96302585532439,442.0,156680.77974199998,10.544796414290332,23550.0,17829.114905220817,834.0,2.832191652756592,5.805367427386955,174.87212256227994,26.403612723537094,24.954387731690076,17.922504745962215,6.558138307012996,7.481462751620711,10.498863707744022
ddf_loaded_fl4_v3.4_10yrs,41.817427462227506,437.0,155018.131793,10.49754013840821,23347.0,17756.096358087445,825.0,2.855107661063812,5.923810098684044,174.90049121070717,26.406917562570538,25.130767246128016,17.942459585237884,6.882583433609398,7.883228961052737,10.992791948619924
ddf_loaded_fl8_v3.4_10yrs,41.756422524759614,433.0,150811.60019700002,10.492791854487717,23019.0,17761.971413603926,817.0,2.8649238889865956,5.88017420943288,173.5617414017357,26.389871905280643,25.47129084732478,17.85812132792671,6.913661365662847,7.9079519391816575,10.970261511542049
ddf_loaded_half_fl15_v3.4_10yrs,41.73986513271436,428.0,150944.83994600002,10.397190920689114,22840.0,17749.382008925757,809.0,2.886203842743271,5.943096444483672,173.85518226622992,26.39244224150766,25.909027764097118,18.04741150897462,6.940647268191242,7.95469017744108,10.967460953415866
ddf_loaded_half_fl1_v3.4_10yrs,41.83721016415559,445.0,158556.933631,10.756446514997034,23678.0,17761.971413603926,841.0,2.7764595304342947,5.794347864286465,175.0566791781915,26.408547427097414,24.956965524626867,17.312945500676506,6.0723309836830595,7.1588971369565115,10.097246608589558
ddf_loaded_half_fl2_v3.4_10yrs,41.8547645076395,441.0,156643.16658,10.63025931990455,23396.0,17792.185984831525,831.0,2.8218532804967253,5.851871905939333,174.69087454474493,26.39712262384177,25.403292664530454,17.45485464972444,6.509665939247498,7.571082572751038,9.999435737781823
ddf_loaded_half_fl4_v3.4_10yrs,41.79441367013099,436.0,153942.150177,10.590758629651802,23067.0,17756.935651732656,822.0,2.8206006962591346,5.928831503993933,174.20917882789885,26.401114424066755,25.46148918171275,17.445222469385044,6.876958192893653,7.46216105091662,10.731455957713479
ddf_loaded_half_fl8_v3.4_10yrs,41.74878279770371,432.0,152441.165675,10.543013674817578,22896.0,17753.578477151812,815.0,2.865225331792317,5.9670813551711035,173.77882107467914,26.392354791464516,25.51055501389419,18.049683836969052,6.9001122492409195,7.883075194884441,11.029484512815543
early_template_fpextra1.5_v3.4_10yrs,41.757855928372116,431.0,150376.910042,10.398021410183219,23112.0,17746.024834344913,814.0,2.890795052227986,5.960146593195532,174.43630997515385,26.39823434535525,25.516111794649987,17.99573848253749,6.909371183175608,7.959856378291079,12.061692652876445
early_template_fpextra2.0_v3.4_10yrs,41.73469098823577,431.0,149569.641844,10.428190102482503,23065.0,17755.257064442234,814.0,2.8923301857612387,5.962136100952193,175.24354936093837,26.388334041935366,25.761548469468835,17.912504212772546,6.936124484987886,7.9403219500345585,12.0378703512215
early_template_fpextra3.0_v3.4_10yrs,41.729282963246945,430.0,149220.771039,10.448981258492912,22935.0,17746.024834344913,811.0,2.900992831317126,5.967139862244949,174.78059829454185,26.391733739344758,25.923724372682045,17.96161882637898,6.947702355337242,7.931514551324653,11.566034854040481
early_template_fpextra5.0_v3.4_10yrs,41.79025042571115,428.0,148406.244973,10.421097434199254,22987.0,17787.15022296026,807.0,2.907801997338538,5.980103356396285,175.57317970466178,26.384901670303858,25.922038365848493,18.436995656895306,6.985477567770431,7.965721675511304,12.31492754784449
early_u_fpextra2.0_v3.4_10yrs,41.72409270211029,432.0,150305.200602,10.374906525654234,23192.0,17740.149778828432,818.0,2.8836039105699456,5.9553835729457205,174.38623203136348,26.393507063419456,24.982945956748154,17.93128861150035,6.955916098741,7.950871924262174,12.048287626821548
early_u_fpextra3.0_v3.4_10yrs,41.686600831521574,432.0,149216.878423,10.504058597804745,23046.0,17731.756842376322,818.0,2.877379055178608,5.946263676578383,175.29188037910708,26.389273658010133,24.97062225906484,17.942946042941912,6.95566980444346,7.955028538179249,13.082272390180151
early_u_fpextra4.0_v3.4_10yrs,41.7544428318584,430.0,149317.317287,10.458723033436204,22966.0,17764.48929453956,818.0,2.8788896620935702,5.97420231651995,175.90147068556283,26.38816445311577,24.002967160427943,17.940312466365867,6.954808899536147,7.9562192499724915,12.598276718221314
initial_v3.4_10yrs,41.79289017739358,432.0,153747.159624,10.35670541154257,23106.0,17761.132119958715,815.0,2.8895496069380897,5.962961491284659,176.95155776759862,26.398623594876163,25.51944391622237,17.9404522530167,6.932985238927358,7.944095146791369,12.94895130774239
internal_u_expt27_nscale0.9v3.4_10yrs,41.71129064136633,438.0,152852.74647900002,10.390580953434306,23453.0,17718.328144052943,820.0,2.8985142376550357,5.93469524988177,174.7042012132416,26.401594449167778,27.44470382813597,17.834324421743077,6.916260405592766,7.759789941454073,11.445488685352757
internal_u_expt27_nscale1.0v3.4_10yrs,41.76091625258262,435.0,152334.251,10.34693423333169,23231.0,17753.578477151812,821.0,2.8897114296269137,5.928862854401814,175.40651226249045,26.395114365556484,25.897978697954386,17.919966110894165,6.9540902084700065,7.915131910296623,12.902082870154118
internal_u_expt27_nscale1.1v3.4_10yrs,41.663815546757064,433.0,151317.286992,10.405864490841825,22877.0,17722.524612278998,822.0,2.872027267541853,5.92408561180855,174.30833661026628,26.388782146496716,24.77813375308324,18.06814035943171,6.948056260576777,7.919356685473758,12.759883407736197
internal_u_expt27_nscale1.2v3.4_10yrs,41.648645843748724,430.0,149574.148529,10.420446946957787,22727.0,17715.81026311731,823.0,2.8821653832383163,5.947036633580865,173.86123177984516,26.388741006384436,23.82050496568263,18.031036417058203,6.9487493289634585,7.9289656572927925,12.878377642940904
internal_u_expt27_nscale1.5v3.4_10yrs,41.470168187496114,423.0,146402.290381,10.361949178425393,21816.0,17676.363461792385,826.0,2.890004134795163,5.96683899146592,175.37929165677514,26.369427781448806,21.03588190274968,18.048491539942916,6.988386825032649,7.9858229241508525,15.479484060844698
internal_u_expt30_nscale0.9v3.4_10yrs,41.77354358800535,436.0,152312.192289,10.397721935175523,23432.0,17747.703421635335,816.0,2.8994243980814645,5.92536843414382,175.52206968765503,26.400992056428308,27.048226600491034,17.857739136799864,6.919574990570254,7.937953179189208,11.144782757874054
internal_u_expt30_nscale1.0v3.4_10yrs,41.789689461813865,433.0,151098.44051299998,10.436160434230871,23306.0,17762.810707249137,817.0,2.886861616922033,5.968159687427033,174.69493211669706,26.397033250714287,25.836451700492034,17.933632442996895,6.925056547001077,7.902797883456515,12.465101526089711
internal_u_expt30_nscale1.1v3.4_10yrs,41.74326261791224,430.0,149479.727089,10.368151235366204,22956.0,17756.096358087445,817.0,2.8916037433154997,5.960571496802004,174.727472053191,26.389843869470198,24.126877455724753,18.058039690367877,6.957234201334359,7.942346378649745,13.450224811453154
internal_u_expt30_nscale1.2v3.4_10yrs,41.67789465854129,428.0,148133.46081100003,10.450986371844397,22463.0,17740.149778828432,818.0,2.890838546805753,5.9638400324838585,174.35220528021338,26.383182551175057,23.899879408027118,17.95553990069311,6.969009083615674,7.977327010670706,14.32615110282677
internal_u_expt30_nscale1.5v3.4_10yrs,41.445880948693556,420.0,144298.087497,10.41253956345729,22000.0,17678.88134272802,820.0,2.877809239016642,5.984758395439712,174.53364049265542,26.363176311030212,20.958028927187115,18.36522141673413,6.986774732356935,7.972408154713776,16.342905761644943
internal_u_expt38_nscale0.9v3.4_10yrs,41.73985839224936,430.0,147969.26795900002,10.409199868299881,23246.0,17746.864127990124,806.0,2.894403308571782,5.980767664492305,174.6838396051362,26.393705798407982,26.518954373354063,18.03495974931866,6.940092430591903,7.867971929241321,11.628747532344278
internal_u_expt38_nscale1.0v3.4_10yrs,41.54934670527909,428.0,147512.000478,10.44187129421603,23023.0,17680.55993001844,806.0,2.893651482569112,5.9837060265635955,174.5508390797079,26.38428592591157,25.4655012670446,17.77996806525698,6.950700316712755,7.9517360684258165,13.38489273295454
internal_u_expt38_nscale1.1v3.4_10yrs,41.70048219529338,424.0,145878.56929299998,10.426917468649052,22777.0,17740.149778828432,806.0,2.890444976199433,5.986006476559851,174.5871978233902,26.38819914339035,24.471392433726578,18.16102130642321,6.974623086482097,7.968980416551858,13.069058180495631
internal_u_expt38_nscale1.2v3.4_10yrs,41.47913010118734,421.0,142821.08908300003,10.406767324350925,22411.0,17672.16699356633,805.0,2.8953760319272988,5.997259256148027,175.18705926362045,26.373316657738822,23.503239115832912,17.971965349601305,6.991671393894649,7.979681279161014,14.887933581954712
internal_u_expt38_nscale1.5v3.4_10yrs,41.28402112707393,412.0,139018.705314,10.442671829486322,21518.0,17607.54138288507,804.0,2.88764980191263,6.023364040083834,174.99985985892508,26.363485940808577,21.00350157925277,18.06228563248078,7.000514400089742,7.99374713112411,16.459878274410585
internal_u_expt45_nscale0.9v3.4_10yrs,41.66077872495477,426.0,144539.73831800002,10.56275141514826,23019.0,17730.0782550859,844.0,2.873997361937654,6.0057995788010885,175.2447233237298,26.384373198713895,26.89096612643334,17.942112514629116,6.965907896083081,7.956741967900598,12.039896976853925
internal_u_expt45_nscale1.0v3.4_10yrs,41.622588630183245,422.0,143181.72570399998,10.510972253616284,22843.0,17724.203199569423,848.0,2.891446977155283,6.026086585930898,174.7880230951173,26.378891411887302,25.8294188757136,17.95019558457716,6.978113283061248,7.985423471094691,12.972971937135299
internal_u_expt45_nscale1.1v3.4_10yrs,41.48580743695716,419.0,142220.249988,10.498089090752394,22552.0,17673.00628721154,852.0,2.8869398885835835,6.020107867014303,175.7391499446627,26.374325843462394,24.47292080452462,18.44670260798739,6.991517641530663,7.985337406069448,14.890699086601671
internal_u_expt45_nscale1.2v3.4_10yrs,41.4537374268309,415.0,140746.258804,10.505995271762353,22313.0,17676.363461792385,857.0,2.8942162771236326,6.047783281523152,175.60566056811325,26.36599712130075,23.938630025289967,18.48758975927376,6.998440501400182,7.996643038408365,15.835327723048977
internal_u_expt45_nscale1.5v3.4_10yrs,41.121214260225045,405.0,133909.915085,10.538665604541704,21548.0,17577.32681165747,867.0,2.8778995777011005,6.444248020357918,174.65310938254282,26.345120048684006,20.988086351306265,18.85775758062664,7.1023862982365245,8.004544820443698,17.01705474499613
internal_u_expt60_nscale0.9v3.4_10yrs,41.553740345602115,416.0,139565.86130699998,10.584016584001729,22928.0,17695.667215632242,827.0,2.880420756220701,6.487459220970777,174.5563919220924,26.377889142957862,26.396167851020437,17.99742818625964,6.977214539139823,7.985664366155106,12.442725065058767
internal_u_expt60_nscale1.0v3.4_10yrs,41.399161244185855,412.0,136191.939548,10.56952955547263,22637.0,17648.666771500415,828.0,2.8866717901801167,6.473014838073141,175.5816046784071,26.367776035924322,25.916156689410855,17.99813015190739,7.003899525931047,8.00846269413887,13.419861455713544
internal_u_expt60_nscale1.1v3.4_10yrs,41.32824934854334,408.0,133849.16991400003,10.572948765347224,22566.0,17630.20231130577,831.0,2.88684085947898,6.846311204422818,174.959154021123,26.36189939227946,24.45321093817256,17.95214140607277,7.025609861404519,8.006563320748683,14.998009870490932
internal_u_expt60_nscale1.2v3.4_10yrs,41.287581391808814,404.0,132270.93352,10.564664278896238,22098.0,17645.30959691957,833.0,2.885897105865297,6.949138784253591,174.80195050061675,26.34676305256714,23.466099623132322,18.899303506063006,7.054524582854356,8.066001861257973,16.149687326666026
internal_u_expt60_nscale1.5v3.4_10yrs,40.89874032850433,391.0,123833.400226,10.659849031170294,21118.0,17525.290605654376,838.0,2.8733941223890724,6.997872063851901,175.39566143805732,26.326261634542522,20.917675160473664,18.98392048344249,7.932684618259373,8.43996785055424,17.942312664406927
lmc_filter_balance_nr_v3.4_10yrs,41.67870754109339,427.0,146947.648049,10.169782540874149,23182.0,17739.31048518322,806.0,2.92614053138459,6.0073182852356695,175.5729337003631,26.3837763972658,26.90714479035887,18.966671168203902,6.979037302160577,7.9736471081014315,14.543980334479784
lmc_filter_balance_v3.4_10yrs,41.62565915628845,427.0,146806.89827499999,10.152053341686283,22935.0,17716.64955676252,807.0,2.9283336068328936,6.00887817216244,175.61289761289862,26.383259953923922,26.066345220446237,18.92768096036889,6.989153026443091,7.970165899176209,14.911514535557217
m2_initial_v3.4_10yrs,41.731647632951564,432.0,151112.57748,,23153.0,17740.989072473643,815.0,2.8807276656953036,5.991119505391907,176.4612368696268,26.39479740127533,25.892412597724615,18.009060579079232,6.938007367281898,7.967467615359055,11.978842098757013
no_long_daily_v3.4_10yrs,41.8634974877574,435.0,150939.054673,8.623055401965662,22434.0,17781.275167443782,821.0,2.9848626298662566,5.992587422399083,167.38017388275094,26.40477463981604,25.787540716322837,17.96684657395963,6.990678546480922,7.9951703988044756,15.4763473822386
no_long_v3.4_10yrs,41.87795082940896,434.0,154630.22235,10.630672050011444,23535.0,17786.31092931505,818.0,2.7976406233538,5.130865356797585,174.0455179519333,26.405587535349277,25.84180993922928,17.894518316432368,6.854614301861147,7.774643133721838,10.939653934176022
no_magell_roll_v3.4_10yrs,41.71381572892168,433.0,150688.509253,10.390805614594925,23170.0,17730.91754873111,817.0,2.8814930699882098,5.943498137750794,174.46386392027978,26.395817360527687,25.43392727875107,17.649686033208127,6.9165819085574185,7.912980709077601,11.39880981330316
